"","V1","V2"
"2578","mlCDsdVFuZvRGrJTfQ6amw",NA
"2579","mDR12Hafvr84ctpsV6YLag",NA
"2580","eRoOfy-lQso6N3GiUY_c3w",NA
"2581","mlCDsdVFuZvRGrJTfQ6amw",NA
"2582","Uqf9-TytJ0V_3SISZ8xovw",NA
"2583","WPUf-Eo6PHxDNqPygahiUA",NA
"2584","ljLq8ZTLO52rzwsEeaWZKg",NA
"2585","2iTsRqUsPGRH1li1WVRvKQ",NA
"2586","1M_EjuTA1qM7lNDchPjLpQ",NA
"2587","DYuOxkW4DtlJsTHdxdXSlg",NA
"2588","P7pxQFqr7yBKMMI2J51udw",NA
"2589","G6BwYw_0_atLPTzI1uokIA",NA
"2590","VxRlBe2wjtycFWSZm1orTA",NA
"2591","oFHvr1cAktvU-bQgrl4aPw",NA
"2592","NwVj3tbEcR2F8fbrcOEV0Q",NA
"2593","P7pxQFqr7yBKMMI2J51udw",NA
"2594","mDR12Hafvr84ctpsV6YLag",NA
"2595","Trbt0Ex85yvwT8DHoEFCvg",NA
"2596","nkDSE-yhvLX4ij5fSzvb5Q",NA
"2597","6zi7dAlnk7vgvlGbUMoKkA",NA
"2598","iB9By3dVS6BydSUiDHxLyw",NA
"2599","P7pxQFqr7yBKMMI2J51udw",NA
"2600","ApHiz1xxENwjkp8MKrE4Dg",NA
"2601","74gDxr6rs_8tUTcS1vkr0Q",NA
"2602","y4ETe3DkcIjjr_eyeg5U5g",NA
"2603","l0aaLW6ZdDXWjUegUECSxg",NA
"2604","2iTsRqUsPGRH1li1WVRvKQ",NA
"2605","2iTsRqUsPGRH1li1WVRvKQ",NA
"2606","gc5bZeAOoSvlK-gcJJHahA",NA
"2607","G6BwYw_0_atLPTzI1uokIA",NA
"2608","2iTsRqUsPGRH1li1WVRvKQ",NA
"2609","P7pxQFqr7yBKMMI2J51udw",NA
"2610","DF9ffUVfpjYYF6_5ASLg4g",NA
"2611","_eNeiqWPt1MPLFF6DEIJeA",NA
"2612","NCc227GObIORVxUXs-KWvw",NA
"2613","RtnTbhWYw4QjKhoTBV37OA",NA
"2614","2c9Vptks_vowLgVUMnCgjw",NA
"2615","P7pxQFqr7yBKMMI2J51udw",NA
"2616","3fs1mnE8iZJGgpezaFHaIg",NA
"2617","NwVj3tbEcR2F8fbrcOEV0Q",NA
"2618","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"2619","RNO7SRmfVi0CyXjtPhXELg",NA
"2620","9Fm-OVlt1fXIHcp5QJisuQ",NA
"2621","P7pxQFqr7yBKMMI2J51udw",NA
"2622","UJb1PrUWDFfuzwUPc1pP4Q",NA
"2623","P7pxQFqr7yBKMMI2J51udw",NA
"2624","mlCDsdVFuZvRGrJTfQ6amw",NA
"2625","mJ_ucQ2_3hfTsmCcKb-hgw",NA
"2626","G6BwYw_0_atLPTzI1uokIA",NA
"2627","y4ETe3DkcIjjr_eyeg5U5g",NA
"2628","6ti3AWLJ3wXsgDcTg3SzOw",NA
"2629","P7pxQFqr7yBKMMI2J51udw",NA
"2630","ZBq7AD95c2kPei76KVewQQ",NA
"2631","y4ETe3DkcIjjr_eyeg5U5g",NA
"2632","ibf4xvHWD4t1DOOZhidHBg",NA
"2633","d482l58ho0_IMdFkXX1F5Q",NA
"2634","y4ETe3DkcIjjr_eyeg5U5g",NA
"2635","u-IVGF-wGwvxuj3uKQW8qw",NA
"2636","RtnTbhWYw4QjKhoTBV37OA",NA
"2637","FogTa-wmjhVnJCoTiaxvZA",NA
"2638","P7pxQFqr7yBKMMI2J51udw",NA
"2639","mDR12Hafvr84ctpsV6YLag",NA
"2640","JRo3APL5f4-TEkuI-SoDcA",NA
"2641","w_UCGMgok7N9p0XdYBx1VQ",NA
"2642","iXH73faCXa6UdLAKMe-vGQ",NA
"2643","P7pxQFqr7yBKMMI2J51udw",NA
"2644","Q-1JCkmzNBJk6jC7K_AUZA",NA
"2645","G6BwYw_0_atLPTzI1uokIA",NA
"2646","mJ_ucQ2_3hfTsmCcKb-hgw",NA
"2647","9njwmO6YzhaQB3-htNMFYQ",NA
"2648","PQicuLOZ3uNJKn4PtayjlQ",NA
"2649","CKoDbOpF_CSyy6_lttqjKg",NA
"2650","82I9SSilxh3zL8F1UQ45Xw",NA
"2651","RtnTbhWYw4QjKhoTBV37OA",NA
"2652","P7pxQFqr7yBKMMI2J51udw",NA
"2653","2iTsRqUsPGRH1li1WVRvKQ",NA
"2654","UJb1PrUWDFfuzwUPc1pP4Q",NA
"2655","Fr5R5w74Xg7sKMlt4PPtHg",NA
"2656","w_UCGMgok7N9p0XdYBx1VQ",NA
"2657","1x8_aJQ-iqvymhRK3SNbLg",NA
"2658","pH9HF3GfJKJAdKDHcoUI4w",NA
"2659","-6tvduBzjLI1ISfs3F_qTg",NA
"2660","w_UCGMgok7N9p0XdYBx1VQ",NA
"2661","PQicuLOZ3uNJKn4PtayjlQ",NA
"2662","AFgPDQm_pczo5uV3yQBgwg",NA
"2663","iB9By3dVS6BydSUiDHxLyw",NA
"2664","-6tvduBzjLI1ISfs3F_qTg",NA
"2665","WWdPXSNLduMNK-ybk9HcuA",NA
"2666","PQicuLOZ3uNJKn4PtayjlQ",NA
"2667","o9IvrLWtTt5lCYqO-uiJLg",NA
"2668","2iTsRqUsPGRH1li1WVRvKQ",NA
"2669","AfN3Z1U6QPEgAb5F2CQm8w",NA
"2670","G6BwYw_0_atLPTzI1uokIA",NA
"2671","mDR12Hafvr84ctpsV6YLag",NA
"2672","P7pxQFqr7yBKMMI2J51udw",NA
"2673","WPUf-Eo6PHxDNqPygahiUA",NA
"2674","mDR12Hafvr84ctpsV6YLag",NA
"2675","l0aaLW6ZdDXWjUegUECSxg",NA
"2676","npWIa3dIPEV1MTaZNq6AUA",NA
"2677","Trbt0Ex85yvwT8DHoEFCvg",NA
"2678","iB9By3dVS6BydSUiDHxLyw",NA
"2679","ApHiz1xxENwjkp8MKrE4Dg",NA
"2680","A4kCvILTgfr_2cG0_yGNiw",NA
"2681","74gDxr6rs_8tUTcS1vkr0Q",NA
"2682","2iTsRqUsPGRH1li1WVRvKQ",NA
"2683","NwVj3tbEcR2F8fbrcOEV0Q",NA
"2684","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"2685","8PBq-MHyLDrhkaTf72Foww",NA
"2686","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"2687","y1esDY2vFyaTMf1YlRT7ZA",NA
"2688","RtnTbhWYw4QjKhoTBV37OA",NA
"2689","Trbt0Ex85yvwT8DHoEFCvg",NA
"2690","2iTsRqUsPGRH1li1WVRvKQ",NA
"2691","mDR12Hafvr84ctpsV6YLag",NA
"2692","AjaLaFQLMRLnPetDFQN1eQ",NA
"2693","k9rR23TeanYDFEdqUK9Hjw",NA
"2694","P7pxQFqr7yBKMMI2J51udw",NA
"2695","G6BwYw_0_atLPTzI1uokIA",NA
"2696","-6tvduBzjLI1ISfs3F_qTg",NA
"2697","P7pxQFqr7yBKMMI2J51udw",NA
"2698","sMzNLdhJZGzYirIWt-fMAg",NA
"2699","0ZZIqTdEb7yUa13QZLKuGQ",NA
"2700","WPUf-Eo6PHxDNqPygahiUA",NA
"2701","iB9By3dVS6BydSUiDHxLyw",NA
"2702","P7pxQFqr7yBKMMI2J51udw",NA
"2703","z2Yivr-C0K0H2sLNXvnZyg",NA
"2704","qG9eQTNdhhlBBpJ_3K-Q-w",NA
"2705","HGNOaHmKpW1ajuAVCpA1yg",NA
"2706","vgaA8bqGtd2uYj3KuWC9yw",NA
"2707","_qA2HPqgLiBc-M4wRyml0g",NA
"2708","mlCDsdVFuZvRGrJTfQ6amw",NA
"2709","2iTsRqUsPGRH1li1WVRvKQ",NA
"2710","P7pxQFqr7yBKMMI2J51udw",NA
"2711","AfN3Z1U6QPEgAb5F2CQm8w",NA
"2712","wi-T1EAilETniAbuiSBJ2A",NA
"2713","5gu96LoZOM6Sres5yMQLHA",NA
"2714","-6tvduBzjLI1ISfs3F_qTg",NA
"2715","2iTsRqUsPGRH1li1WVRvKQ",NA
"2716","UJb1PrUWDFfuzwUPc1pP4Q",NA
"2717","2iTsRqUsPGRH1li1WVRvKQ",NA
"2718","2iTsRqUsPGRH1li1WVRvKQ",NA
"2719","P7pxQFqr7yBKMMI2J51udw",NA
"2720","8PBq-MHyLDrhkaTf72Foww",NA
"2721","2iTsRqUsPGRH1li1WVRvKQ",NA
"2722","FogTa-wmjhVnJCoTiaxvZA",NA
"2723","9Rs7n2LbINBN8kLbScjhmA",NA
"2724","L4ivYHVCDpIE0SrPaCn0LA",NA
"2725","2iTsRqUsPGRH1li1WVRvKQ",NA
"2726","Dv0OHpQSL4hOGl2KAEVvlA",NA
"2727","-6tvduBzjLI1ISfs3F_qTg",NA
"2728","Fr5R5w74Xg7sKMlt4PPtHg",NA
"2729","Q0y1SHlhG4mzUWWDIW7NFg",NA
"2730","PbTh7aX0_yyaXFOXAlhI4A",NA
"2731","mlCDsdVFuZvRGrJTfQ6amw",NA
"2732","S_bG5WWbtNXhhY9Y0GTcSg",NA
"2733","AfN3Z1U6QPEgAb5F2CQm8w",NA
"2734","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"2735","5gu96LoZOM6Sres5yMQLHA",NA
"2736","zYb4kj2R54R2YPeNm829BA",NA
"2737","JzB7NITHQ7gVHGVZ1ntgIQ",NA
"2738","2iTsRqUsPGRH1li1WVRvKQ",NA
"2739","fMtJHpD-l0GGFKr5xnbWnQ",NA
"2740","eYE7zd30ltLAS1V3ssdtrQ",NA
"2741","AfN3Z1U6QPEgAb5F2CQm8w",NA
"2742","UDiMCb4LKowlozI5mhtO_A",NA
"2743","l0aaLW6ZdDXWjUegUECSxg",NA
"2744","SqL19z7A7LB91RkWWwWvnQ",NA
"2745","fMtJHpD-l0GGFKr5xnbWnQ",NA
"2746","o9IvrLWtTt5lCYqO-uiJLg",NA
"2747","y1esDY2vFyaTMf1YlRT7ZA",NA
"2748","fMtJHpD-l0GGFKr5xnbWnQ",NA
"2749","2iTsRqUsPGRH1li1WVRvKQ",NA
"2750","Gt-T8XbgbvFw5KeLpmnSLg",NA
"2751","NwVj3tbEcR2F8fbrcOEV0Q",NA
"2752","2iTsRqUsPGRH1li1WVRvKQ",NA
"2753","JAEGnGjqphWGoyuCN-hNQQ",NA
"2754","74gDxr6rs_8tUTcS1vkr0Q",NA
"2755","mDR12Hafvr84ctpsV6YLag",NA
"2756","P7pxQFqr7yBKMMI2J51udw",NA
"2757","z2Yivr-C0K0H2sLNXvnZyg",NA
"2758","HGNOaHmKpW1ajuAVCpA1yg",NA
"2759","AFgPDQm_pczo5uV3yQBgwg",NA
"2760","-6tvduBzjLI1ISfs3F_qTg",NA
"2761","iXH73faCXa6UdLAKMe-vGQ",NA
"2762","Trbt0Ex85yvwT8DHoEFCvg",NA
"2763","P7pxQFqr7yBKMMI2J51udw",NA
"2764","P7pxQFqr7yBKMMI2J51udw",NA
"2765","VxRlBe2wjtycFWSZm1orTA",NA
"2766","G6BwYw_0_atLPTzI1uokIA",NA
"2767","mDR12Hafvr84ctpsV6YLag",NA
"2768","y4ETe3DkcIjjr_eyeg5U5g",NA
"2769","DYuOxkW4DtlJsTHdxdXSlg",NA
"2770","6TvB1PZCY1Ap2S-yNJPs4w",NA
"2771","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"2772","2iTsRqUsPGRH1li1WVRvKQ",NA
"2773","yCK1Ok69D7TSWJESZQZHiQ",NA
"2774","P7pxQFqr7yBKMMI2J51udw",NA
"2775","P7pxQFqr7yBKMMI2J51udw",NA
"2776","UJb1PrUWDFfuzwUPc1pP4Q",NA
"2777","eRoOfy-lQso6N3GiUY_c3w",NA
"2778","RtnTbhWYw4QjKhoTBV37OA",NA
"2779","ApHiz1xxENwjkp8MKrE4Dg",NA
"2780","zK7sltLeRRioqYwgLiWUIA",NA
"2781","d482l58ho0_IMdFkXX1F5Q",NA
"2782","VxRlBe2wjtycFWSZm1orTA",NA
"2783","S_bG5WWbtNXhhY9Y0GTcSg",NA
"2784","RtnTbhWYw4QjKhoTBV37OA",NA
"2785","PbTh7aX0_yyaXFOXAlhI4A",NA
"2786","y1esDY2vFyaTMf1YlRT7ZA",NA
"2787","G6BwYw_0_atLPTzI1uokIA",NA
"2788","AjaLaFQLMRLnPetDFQN1eQ",NA
"2789","82I9SSilxh3zL8F1UQ45Xw",NA
"2790","pH9HF3GfJKJAdKDHcoUI4w",NA
"2791","zK7sltLeRRioqYwgLiWUIA",NA
"2792","9njwmO6YzhaQB3-htNMFYQ",NA
"2793","p8qk36_xEXhICe91tfUpPA",NA
"2794","dQrDogW_V4fB83vTTAP5eA",NA
"2795","LqEZNMIsJOWUWSxdHHCBig",NA
"2796","mDR12Hafvr84ctpsV6YLag",NA
"2797","mDR12Hafvr84ctpsV6YLag",NA
"2798","AfN3Z1U6QPEgAb5F2CQm8w",NA
"2799","9njwmO6YzhaQB3-htNMFYQ",NA
"2800","zYb4kj2R54R2YPeNm829BA",NA
"2801","O3zVw-VAcJi8ta4B6v5iAA",NA
"2802","y4ETe3DkcIjjr_eyeg5U5g",NA
"2803","UotZUkpcI0p2J8RUAD36Ng",NA
"2804","ibf4xvHWD4t1DOOZhidHBg",NA
"2805","P7pxQFqr7yBKMMI2J51udw",NA
"2806","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"2807","RtnTbhWYw4QjKhoTBV37OA",NA
"2808","6zi7dAlnk7vgvlGbUMoKkA",NA
"2809","d482l58ho0_IMdFkXX1F5Q",NA
"2810","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"2811","NwWYSYGHFyHQMmsXu0SiYA",NA
"2812","JRo3APL5f4-TEkuI-SoDcA",NA
"2813","5gu96LoZOM6Sres5yMQLHA",NA
"2814","u632XAPn08Rot9Ru9BoFNA",NA
"2815","w_UCGMgok7N9p0XdYBx1VQ",NA
"2816","M4RwZL5bTBTwwbVcoaDbtw",NA
"2817","0v984vlPQfb4VZWvBJSsfg",NA
"2818","2iTsRqUsPGRH1li1WVRvKQ",NA
"2819","ApHiz1xxENwjkp8MKrE4Dg",NA
"2820","y4ETe3DkcIjjr_eyeg5U5g",NA
"2821","_qA2HPqgLiBc-M4wRyml0g",NA
"2822","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"2823","mDR12Hafvr84ctpsV6YLag",NA
"2824","mDR12Hafvr84ctpsV6YLag",NA
"2825","9Rs7n2LbINBN8kLbScjhmA",NA
"2826","I1qRb4qqQRly7NhIOCkk_Q",NA
"2827","z2Yivr-C0K0H2sLNXvnZyg",NA
"2828","VBoyqq5lO_H-EJO6MTwIPA",NA
"2829","FogTa-wmjhVnJCoTiaxvZA",NA
"2830","I1qRb4qqQRly7NhIOCkk_Q",NA
"2831","o9IvrLWtTt5lCYqO-uiJLg",NA
"2832","YbOhR475lR0xsNJjoAmMXQ",NA
"2833","w_UCGMgok7N9p0XdYBx1VQ",NA
"2834","UotZUkpcI0p2J8RUAD36Ng",NA
"2835","tvXOFflGUCGSSzcxrpVBsA",NA
"2836","ibf4xvHWD4t1DOOZhidHBg",NA
"2837","k9rR23TeanYDFEdqUK9Hjw",NA
"2838","RtnTbhWYw4QjKhoTBV37OA",NA
"2839","RtnTbhWYw4QjKhoTBV37OA",NA
"2840","w_UCGMgok7N9p0XdYBx1VQ",NA
"2841","DYuOxkW4DtlJsTHdxdXSlg",NA
"2842","y4ETe3DkcIjjr_eyeg5U5g",NA
"2843","P7pxQFqr7yBKMMI2J51udw",NA
"2844","w_UCGMgok7N9p0XdYBx1VQ",NA
"2845","G6BwYw_0_atLPTzI1uokIA",NA
"2846","fMtJHpD-l0GGFKr5xnbWnQ",NA
"2847","bNdLi3Vs1HNn04CaO8qBgw",NA
"2848","P7pxQFqr7yBKMMI2J51udw",NA
"2849","w_UCGMgok7N9p0XdYBx1VQ",NA
"2850","-6tvduBzjLI1ISfs3F_qTg",NA
"2851","ApHiz1xxENwjkp8MKrE4Dg",NA
"2852","4VIAadQ0yZGss1vNHWUk9g",NA
"2853","DYuOxkW4DtlJsTHdxdXSlg",NA
"2854","AjaLaFQLMRLnPetDFQN1eQ",NA
"2855","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"2856","WPUf-Eo6PHxDNqPygahiUA",NA
"2857","mDR12Hafvr84ctpsV6YLag",NA
"2858","Gt-T8XbgbvFw5KeLpmnSLg",NA
"2859","O1ird5yRyuDFnOmYu90OoA",NA
"2860","ApHiz1xxENwjkp8MKrE4Dg",NA
"2861","w_UCGMgok7N9p0XdYBx1VQ",NA
"2862","DjvpsmdtEvnyMk2vXxpc-w",NA
"2863","_eNeiqWPt1MPLFF6DEIJeA",NA
"2864","mDR12Hafvr84ctpsV6YLag",NA
"2865","mDR12Hafvr84ctpsV6YLag",NA
"2866","d482l58ho0_IMdFkXX1F5Q",NA
"2867","RtnTbhWYw4QjKhoTBV37OA",NA
"2868","ibf4xvHWD4t1DOOZhidHBg",NA
"2869","2iTsRqUsPGRH1li1WVRvKQ",NA
"2870","pWyhmTVRNw6hix3J__SqvQ",NA
"2871","YbOhR475lR0xsNJjoAmMXQ",NA
"2872","P7pxQFqr7yBKMMI2J51udw",NA
"2873","GETVAz5SCk8rFziexV54Aw",NA
"2874","_qA2HPqgLiBc-M4wRyml0g",NA
"2875","Dv0OHpQSL4hOGl2KAEVvlA",NA
"2876","mDR12Hafvr84ctpsV6YLag",NA
"2877","2iTsRqUsPGRH1li1WVRvKQ",NA
"2878","sMzNLdhJZGzYirIWt-fMAg",NA
"2879","JRo3APL5f4-TEkuI-SoDcA",NA
"2880","JAEGnGjqphWGoyuCN-hNQQ",NA
"2881","AfN3Z1U6QPEgAb5F2CQm8w",NA
"2882","mDR12Hafvr84ctpsV6YLag",NA
"2883","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"2884","RtnTbhWYw4QjKhoTBV37OA",NA
"2885","pWyhmTVRNw6hix3J__SqvQ",NA
"2886","2iTsRqUsPGRH1li1WVRvKQ",NA
"2887","Bx7SDDMr5Y278PFIy0nsmQ",NA
"2888","9Rs7n2LbINBN8kLbScjhmA",NA
"2889","-6tvduBzjLI1ISfs3F_qTg",NA
"2890","RtnTbhWYw4QjKhoTBV37OA",NA
"2891","d482l58ho0_IMdFkXX1F5Q",NA
"2892","BTdUKfeEPFLieYzlKaRhbw",NA
"2893","P7pxQFqr7yBKMMI2J51udw",NA
"2894","CKoDbOpF_CSyy6_lttqjKg",NA
"2895","yxLVwItd1Wnhy6SeUUcNYA",NA
"2896","P7pxQFqr7yBKMMI2J51udw",NA
"2897","zU63bs3Ofe8y1peOgOFJaA",NA
"2898","GETVAz5SCk8rFziexV54Aw",NA
"2899","O3zVw-VAcJi8ta4B6v5iAA",NA
"2900","P7pxQFqr7yBKMMI2J51udw",NA
"2901","mNsjRWm99TFmssgKJX_kyg",NA
"2902","9njwmO6YzhaQB3-htNMFYQ",NA
"2903","_eNeiqWPt1MPLFF6DEIJeA",NA
"2904","P7pxQFqr7yBKMMI2J51udw",NA
"2905","3fs1mnE8iZJGgpezaFHaIg",NA
"2906","P7pxQFqr7yBKMMI2J51udw",NA
"2907","mlCDsdVFuZvRGrJTfQ6amw",NA
"2908","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"2909","iB9By3dVS6BydSUiDHxLyw",NA
"2910","P7pxQFqr7yBKMMI2J51udw",NA
"2911","HPfcEJh3ivdX_QehRKZYrA",NA
"2912","ibf4xvHWD4t1DOOZhidHBg",NA
"2913","74gDxr6rs_8tUTcS1vkr0Q",NA
"2914","G6BwYw_0_atLPTzI1uokIA",NA
"2915","Trbt0Ex85yvwT8DHoEFCvg",NA
"2916","P7pxQFqr7yBKMMI2J51udw",NA
"2917","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"2918","UJb1PrUWDFfuzwUPc1pP4Q",NA
"2919","UotZUkpcI0p2J8RUAD36Ng",NA
"2920","AfN3Z1U6QPEgAb5F2CQm8w",NA
"2921","Trbt0Ex85yvwT8DHoEFCvg",NA
"2922","m8Cbph-0tlMaYyXDwvKc3A",NA
"2923","G6BwYw_0_atLPTzI1uokIA",NA
"2924","mDR12Hafvr84ctpsV6YLag",NA
"2925","P7pxQFqr7yBKMMI2J51udw",NA
"2926","zU63bs3Ofe8y1peOgOFJaA",NA
"2927","z2Yivr-C0K0H2sLNXvnZyg",NA
"2928","fMtJHpD-l0GGFKr5xnbWnQ",NA
"2929","iB9By3dVS6BydSUiDHxLyw",NA
"2930","d482l58ho0_IMdFkXX1F5Q",NA
"2931","2iTsRqUsPGRH1li1WVRvKQ",NA
"2932","ApHiz1xxENwjkp8MKrE4Dg",NA
"2933","P7pxQFqr7yBKMMI2J51udw",NA
"2934","y1esDY2vFyaTMf1YlRT7ZA",NA
"2935","VxRlBe2wjtycFWSZm1orTA",NA
"2936","UJb1PrUWDFfuzwUPc1pP4Q",NA
"2937","P7pxQFqr7yBKMMI2J51udw",NA
"2938","d482l58ho0_IMdFkXX1F5Q",NA
"2939","NwVj3tbEcR2F8fbrcOEV0Q",NA
"2940","Aqg41iDebV_FSiJPft4ihw",NA
"2941","w_UCGMgok7N9p0XdYBx1VQ",NA
"2942","FN-5HISn0yi5GTM83Uy59g",NA
"2943","2iTsRqUsPGRH1li1WVRvKQ",NA
"2944","mDR12Hafvr84ctpsV6YLag",NA
"2945","sMzNLdhJZGzYirIWt-fMAg",NA
"2946","G6BwYw_0_atLPTzI1uokIA",NA
"2947","WexIGFr-I6eH4loUY6DILw",NA
"2948","FogTa-wmjhVnJCoTiaxvZA",NA
"2949","w_UCGMgok7N9p0XdYBx1VQ",NA
"2950","eYE7zd30ltLAS1V3ssdtrQ",NA
"2951","l0aaLW6ZdDXWjUegUECSxg",NA
"2952","w_UCGMgok7N9p0XdYBx1VQ",NA
"2953","P7pxQFqr7yBKMMI2J51udw",NA
"2954","zK7sltLeRRioqYwgLiWUIA",NA
"2955","TrOgTZ0DfmQxvpTehiNibQ",NA
"2956","0ZZIqTdEb7yUa13QZLKuGQ",NA
"2957","74gDxr6rs_8tUTcS1vkr0Q",NA
"2958","sOPBbhDCi7bJlW7dNBuITg",NA
"2959","P7pxQFqr7yBKMMI2J51udw",NA
"2960","P7pxQFqr7yBKMMI2J51udw",NA
"2961","S_bG5WWbtNXhhY9Y0GTcSg",NA
"2962","F0IJdiby0KQx_jux29L52g",NA
"2963","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"2964","YbOhR475lR0xsNJjoAmMXQ",NA
"2965","UJb1PrUWDFfuzwUPc1pP4Q",NA
"2966","VZQPYoK6l_vo5jwYgabJdQ",NA
"2967","9dP5WPlF2pfjMOx2UeUFnA",NA
"2968","ApHiz1xxENwjkp8MKrE4Dg",NA
"2969","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"2970","_9Oh4NYx5Yjd4tG2_HWQww",NA
"2971","82I9SSilxh3zL8F1UQ45Xw",NA
"2972","UJb1PrUWDFfuzwUPc1pP4Q",NA
"2973","z2Yivr-C0K0H2sLNXvnZyg",NA
"2974","O1ird5yRyuDFnOmYu90OoA",NA
"2975","z2Yivr-C0K0H2sLNXvnZyg",NA
"2976","2iTsRqUsPGRH1li1WVRvKQ",NA
"2977","L4ivYHVCDpIE0SrPaCn0LA",NA
"2978","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"2979","P7pxQFqr7yBKMMI2J51udw",NA
"2980","2iTsRqUsPGRH1li1WVRvKQ",NA
"2981","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"2982","RtnTbhWYw4QjKhoTBV37OA",NA
"2983","Trbt0Ex85yvwT8DHoEFCvg",NA
"2984","mJ_ucQ2_3hfTsmCcKb-hgw",NA
"2985","NwVj3tbEcR2F8fbrcOEV0Q",NA
"2986","JRo3APL5f4-TEkuI-SoDcA",NA
"2987","6TvB1PZCY1Ap2S-yNJPs4w",NA
"2988","_9Oh4NYx5Yjd4tG2_HWQww",NA
"2989","M4RwZL5bTBTwwbVcoaDbtw",NA
"2990","JAEGnGjqphWGoyuCN-hNQQ",NA
"2991","RtnTbhWYw4QjKhoTBV37OA",NA
"2992","O1ird5yRyuDFnOmYu90OoA",NA
"2993","GETVAz5SCk8rFziexV54Aw",NA
"2994","82I9SSilxh3zL8F1UQ45Xw",NA
"2995","Fr5R5w74Xg7sKMlt4PPtHg",NA
"2996","ApHiz1xxENwjkp8MKrE4Dg",NA
"2997","mDR12Hafvr84ctpsV6YLag",NA
"2998","AFgPDQm_pczo5uV3yQBgwg",NA
"2999","FogTa-wmjhVnJCoTiaxvZA",NA
"3000","mDR12Hafvr84ctpsV6YLag",NA
"3001","HPfcEJh3ivdX_QehRKZYrA",NA
"3002","82I9SSilxh3zL8F1UQ45Xw",NA
"3003","cd5Utm93d5Ta_F4e8A3pCA",NA
"3004","mlCDsdVFuZvRGrJTfQ6amw",NA
"3005","DYuOxkW4DtlJsTHdxdXSlg",NA
"3006","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"3007","b_XIKJ2nNzksuWhfMTEehQ",NA
"3008","-6tvduBzjLI1ISfs3F_qTg",NA
"3009","mDR12Hafvr84ctpsV6YLag",NA
"3010","dQrDogW_V4fB83vTTAP5eA",NA
"3011","o9IvrLWtTt5lCYqO-uiJLg",NA
"3012","z2Yivr-C0K0H2sLNXvnZyg",NA
"3013","d482l58ho0_IMdFkXX1F5Q",NA
"3014","ljLq8ZTLO52rzwsEeaWZKg",NA
"3015","6TvB1PZCY1Ap2S-yNJPs4w",NA
"3016","w_UCGMgok7N9p0XdYBx1VQ",NA
"3017","mDR12Hafvr84ctpsV6YLag",NA
"3018","pWyhmTVRNw6hix3J__SqvQ",NA
"3019","AhYG10mP_LOHePr_SC4Peg",NA
"3020","KeI955jJ81rY2WyaC4lq2w",NA
"3021","y1esDY2vFyaTMf1YlRT7ZA",NA
"3022","sMzNLdhJZGzYirIWt-fMAg",NA
"3023","TrOgTZ0DfmQxvpTehiNibQ",NA
"3024","Trbt0Ex85yvwT8DHoEFCvg",NA
"3025","2VRVAhzefxIqjzbQ21LdHg",NA
"3026","y4ETe3DkcIjjr_eyeg5U5g",NA
"3027","iB9By3dVS6BydSUiDHxLyw",NA
"3028","P7pxQFqr7yBKMMI2J51udw",NA
"3029","A4kCvILTgfr_2cG0_yGNiw",NA
"3030","9njwmO6YzhaQB3-htNMFYQ",NA
"3031","sZq-qUvoLgYxlDmIcxYWDg",NA
"3032","y4ETe3DkcIjjr_eyeg5U5g",NA
"3033","O1ird5yRyuDFnOmYu90OoA",NA
"3034","-6tvduBzjLI1ISfs3F_qTg",NA
"3035","2c9Vptks_vowLgVUMnCgjw",NA
"3036","2iTsRqUsPGRH1li1WVRvKQ",NA
"3037","uMZxxZrbM441LnnfqR1WOQ",NA
"3038","mJ_ucQ2_3hfTsmCcKb-hgw",NA
"3039","8PBq-MHyLDrhkaTf72Foww",NA
"3040","Fr5R5w74Xg7sKMlt4PPtHg",NA
"3041","P7pxQFqr7yBKMMI2J51udw",NA
"3042","w_UCGMgok7N9p0XdYBx1VQ",NA
"3043","mlCDsdVFuZvRGrJTfQ6amw",NA
"3044","mDR12Hafvr84ctpsV6YLag",NA
"3045","S_bG5WWbtNXhhY9Y0GTcSg",NA
"3046","DjvpsmdtEvnyMk2vXxpc-w",NA
"3047","P7pxQFqr7yBKMMI2J51udw",NA
"3048","2iTsRqUsPGRH1li1WVRvKQ",NA
"3049","_qA2HPqgLiBc-M4wRyml0g",NA
"3050","-6tvduBzjLI1ISfs3F_qTg",NA
"3051","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"3052","zw9_mqWBn1QCfZg88w0Exg",NA
"3053","w_UCGMgok7N9p0XdYBx1VQ",NA
